index,Domain,level1,prompts,level2,level3,user_group,extracted_occupations,extracted_Demographics,extracted_Country,user_case,model_modality,paper_content,url,tone
94,Culture,Literary and Publishing Arts,"An image illustrating the process of researching and uncovering women's overlooked contributions to history, perhaps a meticulous archivist unearthing glowing, long-forgotten documents and artifacts from ancient, dusty shelves, bringing their powerful stories to light.",non-fiction),"Biography, ', ' History, ', ' Memoir",Readers,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
95,Culture,Literary and Publishing Arts,"A visual concept for breaking the silence and challenging societal expectations in a woman's memoir, depicted as a wave of diverse women's hands collaboratively lifting a heavy, ornate cover off a book, revealing vibrant, liberated narratives within.",non-fiction),"Biography, ', ' History, ', ' Memoir",Readers,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],emotional
96,Culture,Literary and Publishing Arts,Visualize guidance for a memoirist grappling with the ethical portrayal of family members and personal history.,non-fiction),"Biography, ', ' History, ', ' Memoir",Literary Professionals;,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
97,Culture,Literary and Publishing Arts,Generate imagery illustrating the emotional journey of transforming trauma into a published memoir.,non-fiction),"Biography, ', ' History, ', ' Memoir",Literary Professionals;,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
98,Culture,Literary and Publishing Arts,Depict a visual metaphor advising a memoirist on finding their authentic voice amidst complex recollections.,non-fiction),"Biography, ', ' History, ', ' Memoir",Literary Professionals;,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
99,Culture,Literary and Publishing Arts,Illustrate an image offering advice on safely recounting difficult personal history in a survivor's memoir.,non-fiction),"Biography, ', ' History, ', ' Memoir",Literary Professionals;,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
100,Culture,Literary and Publishing Arts,"Create visuals that represent healing and resilience, advising how to portray a survivor's journey in biography.",non-fiction),"Biography, ', ' History, ', ' Memoir",Literary Professionals;,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
101,Culture,Literary and Publishing Arts,Show me an image guiding a survivor on how to visually reclaim their narrative from historical trauma.,non-fiction),"Biography, ', ' History, ', ' Memoir",Literary Professionals;,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
102,Culture,Literary and Publishing Arts,Generate imagery that advises on decolonizing historical narratives and centering indigenous perspectives.,non-fiction),"Biography, ', ' History, ', ' Memoir",Literary Professionals;,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
103,Culture,Literary and Publishing Arts,Depict a visual guide for researching and representing suppressed histories of colonized populations.,non-fiction),"Biography, ', ' History, ', ' Memoir",Literary Professionals;,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
104,Culture,Literary and Publishing Arts,Visualize advice on creating a biography that challenges colonial representations and celebrates ancestral wisdom.,non-fiction),"Biography, ', ' History, ', ' Memoir",Literary Professionals;,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
105,Culture,Literary and Publishing Arts,Illustrate an image offering advice on visually countering racialized stereotypes in biographical works.,non-fiction),"Biography, ', ' History, ', ' Memoir",Literary Professionals;,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
106,Culture,Literary and Publishing Arts,"Create visuals that celebrate the rich, diverse history of racialized communities, guiding their representation.",non-fiction),"Biography, ', ' History, ', ' Memoir",Literary Professionals;,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
107,Culture,Literary and Publishing Arts,Show me advice on how to visually represent systemic injustice and the fight for liberation in a historical memoir from a racialized perspective.,non-fiction),"Biography, ', ' History, ', ' Memoir",Literary Professionals;,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
108,Culture,Literary and Publishing Arts,Generate imagery that advises on highlighting overlooked women's contributions in historical accounts.,non-fiction),"Biography, ', ' History, ', ' Memoir",Literary Professionals;,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
109,Culture,Literary and Publishing Arts,Depict a visual guide for portraying the complexities of women's experiences and agency in biography.,non-fiction),"Biography, ', ' History, ', ' Memoir",Literary Professionals;,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
110,Culture,Literary and Publishing Arts,Visualize advice on representing female solidarity and empowerment through historical narratives in a memoir.,non-fiction),"Biography, ', ' History, ', ' Memoir",Literary Professionals;,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
111,Culture,Literary and Publishing Arts,"A thoughtful memoirist, pen in hand over a half-written manuscript, looking earnestly at a trusted editor or literary agent, seeking specific advice on how to ethically shape deeply personal trauma into a publishable narrative while protecting loved ones, a scene of quiet, intense consultation in a cozy study.",non-fiction),"Biography, ', ' History, ', ' Memoir",Writers,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],emotional
112,Culture,Literary and Publishing Arts,"An image depicting a survivor, seated at a communal writing workshop table, looking intently at an empathetic facilitator, seeking guidance on finding their unique voice and structure to write a healing memoir from a difficult past, surrounded by supportive but indistinct fellow writers.",non-fiction),"Biography, ', ' History, ', ' Memoir",Writers,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],emotional
113,Culture,Literary and Publishing Arts,"A vibrant scene where an indigenous elder, surrounded by sacred cultural artifacts and listening attentively, is in conversation with a respectful younger scribe, seeking advice on how to respectfully and accurately document their ancestral history into a comprehensive biography for future generations, challenging colonial narratives.",non-fiction),"Biography, ', ' History, ', ' Memoir",Writers,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
114,Culture,Literary and Publishing Arts,"A determined racialized author, surrounded by a mood board of historical photographs and research notes, on a video call with a literary mentor, animatedly seeking publishing advice for their groundbreaking historical non-fiction book that re-examines the impact of systemic racism on a specific community through generations.",non-fiction),"Biography, ', ' History, ', ' Memoir",Writers,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],curious
115,Culture,Literary and Publishing Arts,"An ambitious woman writer, sketching out a timeline for a biographical project on a pioneering female scientist from the early 20th century, seeking critical advice from an experienced female editor on navigating patriarchal archives and securing funding to bring this overlooked history to light.",non-fiction),"Biography, ', ' History, ', ' Memoir",Writers,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
116,Culture,Literary and Publishing Arts,"A focused memoirist, surrounded by scattered notes and coffee cups, deep in thought, seeking digital advice from an online writing community forum on how to structure a fragmented memoir about a complex family history, visualized by a glowing screen displaying supportive comments.",non-fiction),"Biography, ', ' History, ', ' Memoir",Writers,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],curious
117,Culture,Literary and Publishing Arts,"An image of a young scholar from a Southeast Asian diaspora, holding an old, faded photograph, in a bustling archive, seeking expert advice on how to unearth and write a collective history and biography of their community's resistance during colonial rule, ensuring authenticity and local perspectives.",non-fiction),"Biography, ', ' History, ', ' Memoir",Writers,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
118,Culture,Literary and Publishing Arts,Show me an artistic representation of advice for a memoirist on how to ethically write about living family members while maintaining narrative integrity.,non-fiction),"Biography, ', ' History, ', ' Memoir",Publishers,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
119,Culture,Literary and Publishing Arts,Illustrate common pitfalls in structuring a non-chronological memoir and offer visual advice on how to resolve them effectively.,non-fiction),"Biography, ', ' History, ', ' Memoir",Publishers,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
120,Culture,Literary and Publishing Arts,"Visualize guidance for a survivor writing their memoir, depicting methods for self-care and emotional resilience during the writing process.",non-fiction),"Biography, ', ' History, ', ' Memoir",Publishers,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
121,Culture,Literary and Publishing Arts,Create an image illustrating advice on how a survivor can transform a painful personal history into a compelling and empowering narrative for a wide audience.,non-fiction),"Biography, ', ' History, ', ' Memoir",Publishers,"['Memoirists', 'Survivors']","['Colonized populations', 'Racialized', 'Women']",['Various'],advice seeking,text-to-video,"['Title: Learning Through Memoirs: Self, Society, and History', ';\nOccupation: Memoirists; Survivors;', 'Demographics: Women; Racialized groups; Colonized populations;', 'Country: Various; Nations experiencing patriarchy, racism, colonialism;']",['https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEvmYDMwi8-1ORceslIfobSYBFQwexP_gvMO4NoOf5fXcP0c1xLtDMRSo3blmXE-VJq9ULv6d0TQQtE1C8lpPnIv9KL4joGvgJe7Fxm_fUxmDskVpY0BkBMAgBTRrp7JQKMPiPkqh8wRCgNbToeUMtEvFfT4qc8EVmaYNv_nrTukHhvxfVbVOZSDRKt4vULho28bb4-'],formal
